id,product,age,gender,rate
202,UVL02,3,2,11.01681
203,UVL02,4,2,11.18264
204,UVL02,5,2,11.35751
205,UVL02,6,2,11.54042
206,UVL02,7,2,11.73237
207,UVL02,8,2,11.93438
208,UVL02,9,2,12.14643
209,UVL02,10,2,12.36753
210,UVL02,11,2,12.59768
211,UVL02,12,2,12.83586
212,UVL02,13,2,13.08008
213,UVL02,14,2,13.33032
214,UVL02,15,2,13.58559
215,UVL02,16,2,13.84488
216,UVL02,17,2,14.11020
217,UVL02,18,2,14.38256
218,UVL02,19,2,14.66396
219,UVL02,20,2,14.95541
220,UVL02,21,2,15.25992
221,UVL02,22,2,15.57951
222,UVL02,23,2,15.91518
223,UVL02,24,2,16.26894
224,UVL02,25,2,16.64180
225,UVL02,26,2,17.03576
226,UVL02,27,2,17.45082
227,UVL02,28,2,17.88800
228,UVL02,29,2,18.34929
229,UVL02,30,2,18.83471
230,UVL02,31,2,19.34525
231,UVL02,32,2,19.88192
232,UVL02,33,2,20.44673
233,UVL02,34,2,21.04068
234,UVL02,35,2,21.66579
235,UVL02,36,2,22.32206
236,UVL02,37,2,23.01350
237,UVL02,38,2,23.73911
238,UVL02,39,2,24.50291
239,UVL02,40,2,25.30590
240,UVL02,41,2,26.15010
241,UVL02,42,2,27.03953
242,UVL02,43,2,27.97518
243,UVL02,44,2,28.96209
244,UVL02,45,2,30.00227
245,UVL02,46,2,31.10174
246,UVL02,47,2,32.26352
247,UVL02,48,2,33.49364
248,UVL02,49,2,34.79813
249,UVL02,50,2,36.18201
250,UVL02,51,2,37.65132
251,UVL02,52,2,39.21108
252,UVL02,53,2,40.86531
253,UVL02,54,2,42.62205
254,UVL02,55,2,44.48633
255,UVL02,56,2,46.46919
256,UVL02,57,2,48.57969
257,UVL02,58,2,50.83290
258,UVL02,59,2,53.24289
259,UVL02,60,2,55.82373
260,UVL02,61,2,58.59050
261,UVL02,62,2,61.55625
262,UVL02,63,2,64.73406
263,UVL02,64,2,68.14001
264,UVL02,65,2,71.79017
265,UVL03,0,1,10.61280
266,UVL03,1,1,10.70627
267,UVL03,2,1,10.85802
268,UVL03,3,1,11.01681
269,UVL03,4,1,11.18264
270,UVL03,5,1,11.35751
271,UVL03,6,1,11.54042
272,UVL03,7,1,11.73237
273,UVL03,8,1,11.93438
274,UVL03,9,1,12.14643
275,UVL03,10,1,12.36753
276,UVL03,11,1,12.59768
277,UVL03,12,1,12.83586
278,UVL03,13,1,13.08008
279,UVL03,14,1,13.33032
280,UVL03,15,1,13.58559
281,UVL03,16,1,13.84488
282,UVL03,17,1,14.11020
283,UVL03,18,1,14.38256
284,UVL03,19,1,14.66396
285,UVL03,20,1,14.95541
286,UVL03,21,1,15.25992
287,UVL03,22,1,15.57951
288,UVL03,23,1,15.91518
289,UVL03,24,1,16.26894
290,UVL03,25,1,16.64180
291,UVL03,26,1,17.03576
292,UVL03,27,1,17.45082
293,UVL03,28,1,17.88800
294,UVL03,29,1,18.34929
295,UVL03,30,1,18.83471
296,UVL03,31,1,19.34525
297,UVL03,32,1,19.88192
298,UVL03,33,1,20.44673
299,UVL03,34,1,21.04068
300,UVL03,35,1,21.66579
301,UVL03,36,1,22.32206
302,UVL03,37,1,23.01350
303,UVL03,38,1,23.73911
304,UVL03,39,1,24.50291
305,UVL03,40,1,25.30590
306,UVL03,41,1,26.15010
307,UVL03,42,1,27.03953
308,UVL03,43,1,27.97518
309,UVL03,44,1,28.96209
310,UVL03,45,1,30.00227
311,UVL03,46,1,31.10174
312,UVL03,47,1,32.26352
313,UVL03,48,1,33.49364
314,UVL03,49,1,34.79813
315,UVL03,50,1,36.18201
316,UVL03,51,1,37.65132
317,UVL03,52,1,39.21108
318,UVL03,53,1,40.86531
319,UVL03,54,1,42.62205
320,UVL03,55,1,44.48633
321,UVL03,56,1,46.46919
322,UVL03,57,1,48.57969
323,UVL03,58,1,50.83290
324,UVL03,59,1,53.24289
325,UVL03,60,1,55.82373
326,UVL03,61,1,58.59050
327,UVL03,62,1,61.55625
328,UVL03,63,1,64.73406
329,UVL03,64,1,68.14001
330,UVL03,65,1,71.79017
331,UVL03,0,2,10.61280
332,UVL03,1,2,10.70627
333,UVL03,2,2,10.85802
334,UVL03,3,2,11.01681
335,UVL03,4,2,11.18264
336,UVL03,5,2,11.35751
337,UVL03,6,2,11.54042
338,UVL03,7,2,11.73237
339,UVL03,8,2,11.93438
340,UVL03,9,2,12.14643
341,UVL03,10,2,12.36753
342,UVL03,11,2,12.59768
343,UVL03,12,2,12.83586
344,UVL03,13,2,13.08008
345,UVL03,14,2,13.33032
346,UVL03,15,2,13.58559
347,UVL03,16,2,13.84488
348,UVL03,17,2,14.11020
349,UVL03,18,2,14.38256
350,UVL03,19,2,14.66396
351,UVL03,20,2,14.95541
352,UVL03,21,2,15.25992
353,UVL03,22,2,15.57951
354,UVL03,23,2,15.91518
355,UVL03,24,2,16.26894
356,UVL03,25,2,16.64180
357,UVL03,26,2,17.03576
358,UVL03,27,2,17.45082
359,UVL03,28,2,17.88800
360,UVL03,29,2,18.34929
361,UVL03,30,2,18.83471
362,UVL03,31,2,19.34525
363,UVL03,32,2,19.88192
364,UVL03,33,2,20.44673
365,UVL03,34,2,21.04068
366,UVL03,35,2,21.66579
367,UVL03,36,2,22.32206
368,UVL03,37,2,23.01350
369,UVL03,38,2,23.73911
370,UVL03,39,2,24.50291
371,UVL03,40,2,25.30590
372,UVL03,41,2,26.15010
373,UVL03,42,2,27.03953
374,UVL03,43,2,27.97518
375,UVL03,44,2,28.96209
376,UVL03,45,2,30.00227
377,UVL03,46,2,31.10174
378,UVL03,47,2,32.26352
379,UVL03,48,2,33.49364
380,UVL03,49,2,34.79813
381,UVL03,50,2,36.18201
382,UVL03,51,2,37.65132
383,UVL03,52,2,39.21108
384,UVL03,53,2,40.86531
385,UVL03,54,2,42.62205
386,UVL03,55,2,44.48633
387,UVL03,56,2,46.46919
388,UVL03,57,2,48.57969
389,UVL03,58,2,50.83290
390,UVL03,59,2,53.24289
391,UVL03,60,2,55.82373
392,UVL03,61,2,58.59050
393,UVL03,62,2,61.55625
394,UVL03,63,2,64.73406
395,UVL03,64,2,68.14001
396,UVL03,65,2,71.79017
397,ILP01,0,1,10.61280
398,ILP01,1,1,10.70627
399,ILP01,2,1,10.85802
400,ILP01,3,1,11.01681
401,ILP01,4,1,11.18264
402,ILP01,5,1,11.35751
403,ILP01,6,1,11.54042
404,ILP01,7,1,11.73237
405,ILP01,8,1,11.93438
406,ILP01,9,1,12.14643
407,ILP01,10,1,12.36753
408,ILP01,11,1,12.59768
409,ILP01,12,1,12.83586
410,ILP01,13,1,13.08008
411,ILP01,14,1,13.33032
412,ILP01,15,1,13.58559
413,ILP01,16,1,13.84488
414,ILP01,17,1,14.11020
415,ILP01,18,1,14.38256
416,ILP01,19,1,14.66396
417,ILP01,20,1,14.95541
418,ILP01,21,1,15.25992
419,ILP01,22,1,15.57951
420,ILP01,23,1,15.91518
421,ILP01,24,1,16.26894
422,ILP01,25,1,16.64180
423,ILP01,26,1,17.03576
424,ILP01,27,1,17.45082
425,ILP01,28,1,17.88800
426,ILP01,29,1,18.34929
427,ILP01,30,1,18.83471
428,ILP01,31,1,19.34525
429,ILP01,32,1,19.88192
430,ILP01,33,1,20.44673
431,ILP01,34,1,21.04068
432,ILP01,35,1,21.66579
433,ILP01,36,1,22.32206
434,ILP01,37,1,23.01350
435,ILP01,38,1,23.73911
436,ILP01,39,1,24.50291
437,ILP01,40,1,25.30590
438,ILP01,41,1,26.15010
439,ILP01,42,1,27.03953
440,ILP01,43,1,27.97518
441,ILP01,44,1,28.96209
442,ILP01,45,1,30.00227
443,ILP01,46,1,31.10174
444,ILP01,47,1,32.26352
445,ILP01,48,1,33.49364
446,ILP01,49,1,34.79813
447,ILP01,50,1,36.18201
448,ILP01,51,1,37.65132
449,ILP01,52,1,39.21108
450,ILP01,53,1,40.86531
451,ILP01,54,1,42.62205
452,ILP01,55,1,44.48633
453,ILP01,56,1,46.46919
454,ILP01,57,1,48.57969
455,ILP01,58,1,50.83290
456,ILP01,59,1,53.24289
457,ILP01,60,1,55.82373
458,ILP01,61,1,58.59050
459,ILP01,62,1,61.55625
460,ILP01,63,1,64.73406
461,ILP01,64,1,68.14001
462,ILP01,65,1,71.79017
463,ILP01,0,2,10.61280
464,ILP01,1,2,10.70627
465,ILP01,2,2,10.85802
466,ILP01,3,2,11.01681
467,ILP01,4,2,11.18264
468,ILP01,5,2,11.35751
469,ILP01,6,2,11.54042
470,ILP01,7,2,11.73237
471,ILP01,8,2,11.93438
472,ILP01,9,2,12.14643
473,ILP01,10,2,12.36753
474,ILP01,11,2,12.59768
475,ILP01,12,2,12.83586
476,ILP01,13,2,13.08008
477,ILP01,14,2,13.33032
478,ILP01,15,2,13.58559
479,ILP01,16,2,13.84488
480,ILP01,17,2,14.11020
481,ILP01,18,2,14.38256
482,ILP01,19,2,14.66396
483,ILP01,20,2,14.95541
484,ILP01,21,2,15.25992
485,ILP01,22,2,15.57951
486,ILP01,23,2,15.91518
487,ILP01,24,2,16.26894
488,ILP01,25,2,16.64180
489,ILP01,26,2,17.03576
490,ILP01,27,2,17.45082
491,ILP01,28,2,17.88800
492,ILP01,29,2,18.34929
493,ILP01,30,2,18.83471
494,ILP01,31,2,19.34525
495,ILP01,32,2,19.88192
496,ILP01,33,2,20.44673
497,ILP01,34,2,21.04068
498,ILP01,35,2,21.66579
499,ILP01,36,2,22.32206
500,ILP01,37,2,23.01350
501,ILP01,38,2,23.73911
502,ILP01,39,2,24.50291
503,ILP01,40,2,25.30590
504,ILP01,41,2,26.15010
505,ILP01,42,2,27.03953
506,ILP01,43,2,27.97518
507,ILP01,44,2,28.96209
508,ILP01,45,2,30.00227
509,ILP01,46,2,31.10174
510,ILP01,47,2,32.26352
511,ILP01,48,2,33.49364
512,ILP01,49,2,34.79813
513,ILP01,50,2,36.18201
514,ILP01,51,2,37.65132
515,ILP01,52,2,39.21108
516,ILP01,53,2,40.86531
517,ILP01,54,2,42.62205
518,ILP01,55,2,44.48633
519,ILP01,56,2,46.46919
520,ILP01,57,2,48.57969
521,ILP01,58,2,50.83290
522,ILP01,59,2,53.24289
523,ILP01,60,2,55.82373
524,ILP01,61,2,58.59050
525,ILP01,62,2,61.55625
526,ILP01,63,2,64.73406
527,ILP01,64,2,68.14001
528,ILP01,65,2,71.79017
