id,product,gender,age,term,rate
69,UVL01,1,0,69,1.2
70,UVL01,1,0,70,1.2
71,UVL01,1,0,71,1.2
72,UVL01,1,0,72,1.2
73,UVL01,1,0,73,1.2
74,UVL01,1,0,74,1.2
75,UVL01,1,0,75,1.2
76,UVL01,1,0,76,1.2
77,UVL01,1,0,77,1.2
78,UVL01,1,0,78,1.2
79,UVL01,1,0,79,1.2
80,UVL01,1,0,80,1.2
81,UVL01,1,0,81,1.2
82,UVL01,1,0,82,1.2
83,UVL01,1,0,83,1.2
84,UVL01,1,0,84,1.2
85,UVL01,1,0,85,1.2
86,UVL01,1,0,86,1.2
87,UVL01,1,0,87,1.2
88,UVL01,1,0,88,1.2
89,UVL01,1,0,89,1.2
90,UVL01,1,0,90,1.2
91,UVL01,1,0,91,1.2
92,UVL01,1,0,92,1.2
93,UVL01,1,0,93,1.2
94,UVL01,1,0,94,1.2
95,UVL01,1,0,95,1.2
96,UVL01,1,0,96,1.2
97,UVL01,1,0,97,1.2
98,UVL01,1,0,98,1.2
99,UVL01,1,0,99,1.2
100,UVL01,1,1,1,1.01
101,UVL01,1,1,2,1
102,UVL01,1,1,3,0.98
103,UVL01,1,1,4,0.97
104,UVL01,1,1,5,0.95
105,UVL01,1,1,6,0.93
106,UVL01,1,1,7,0.91
107,UVL01,1,1,8,0.89
108,UVL01,1,1,9,0.87
109,UVL01,1,1,10,0.86
110,UVL01,1,1,11,0.86
111,UVL01,1,1,12,0.86
112,UVL01,1,1,13,0.87
113,UVL01,1,1,14,0.89
114,UVL01,1,1,15,0.9
115,UVL01,1,1,16,0.92
116,UVL01,1,1,17,0.95
117,UVL01,1,1,18,0.96
118,UVL01,1,1,19,0.98
119,UVL01,1,1,20,1
120,UVL01,1,1,21,1.01
121,UVL01,1,1,22,1.02
122,UVL01,1,1,23,1.03
123,UVL01,1,1,24,1.03
124,UVL01,1,1,25,1.04
125,UVL01,1,1,26,1.04
126,UVL01,1,1,27,1.05
127,UVL01,1,1,28,1.05
128,UVL01,1,1,29,1.05
129,UVL01,1,1,30,1.06
130,UVL01,1,1,31,1.06
131,UVL01,1,1,32,1.06
132,UVL01,1,1,33,1.06
133,UVL01,1,1,34,1.07
134,UVL01,1,1,35,1.07
135,UVL01,1,1,36,1.07
136,UVL01,1,1,37,1.07
137,UVL01,1,1,38,1.07
138,UVL01,1,1,39,1.08
139,UVL01,1,1,40,1.08
140,UVL01,1,1,41,1.08
141,UVL01,1,1,42,1.08
142,UVL01,1,1,43,1.08
143,UVL01,1,1,44,1.09
144,UVL01,1,1,45,1.09
145,UVL01,1,1,46,1.09
146,UVL01,1,1,47,1.09
147,UVL01,1,1,48,1.09
148,UVL01,1,1,49,1.09
149,UVL01,1,1,50,1.09
150,UVL01,1,1,51,1.1
151,UVL01,1,1,52,1.1
152,UVL01,1,1,53,1.1
153,UVL01,1,1,54,1.1
154,UVL01,1,1,55,1.1
155,UVL01,1,1,56,1.1
156,UVL01,1,1,57,1.1
157,UVL01,1,1,58,1.1
158,UVL01,1,1,59,1.1
159,UVL01,1,1,60,1.11
160,UVL01,1,1,61,1.11
161,UVL01,1,1,62,1.11
162,UVL01,1,1,63,1.11
163,UVL01,1,1,64,1.11
164,UVL01,1,1,65,1.11
165,UVL01,1,1,66,1.11
166,UVL01,1,1,67,1.11
167,UVL01,1,1,68,1.11
168,UVL01,1,1,69,1.11
169,UVL01,1,1,70,1.11
170,UVL01,1,1,71,1.11
171,UVL01,1,1,72,1.11
172,UVL01,1,1,73,1.11
173,UVL01,1,1,74,1.11
174,UVL01,1,1,75,1.11
175,UVL01,1,1,76,1.11
176,UVL01,1,1,77,1.11
177,UVL01,1,1,78,1.11
178,UVL01,1,1,79,1.11
179,UVL01,1,1,80,1.11
180,UVL01,1,1,81,1.11
181,UVL01,1,1,82,1.11
182,UVL01,1,1,83,1.11
183,UVL01,1,1,84,1.11
184,UVL01,1,1,85,1.11
185,UVL01,1,1,86,1.12
186,UVL01,1,1,87,1.12
187,UVL01,1,1,88,1.12
188,UVL01,1,1,89,1.12
189,UVL01,1,1,90,1.12
190,UVL01,1,1,91,1.12
191,UVL01,1,1,92,1.12
192,UVL01,1,1,93,1.12
193,UVL01,1,1,94,1.12
194,UVL01,1,1,95,1.12
195,UVL01,1,1,96,1.12
196,UVL01,1,1,97,1.12
197,UVL01,1,1,98,1.12
198,UVL01,1,1,99,1.12
199,UVL01,1,2,1,0.98
200,UVL01,1,2,2,0.97
201,UVL01,1,2,3,0.95
202,UVL01,1,2,4,0.93
203,UVL01,1,2,5,0.91
204,UVL01,1,2,6,0.89
205,UVL01,1,2,7,0.87
206,UVL01,1,2,8,0.85
207,UVL01,1,2,9,0.84
208,UVL01,1,2,10,0.84
209,UVL01,1,2,11,0.84
210,UVL01,1,2,12,0.86
211,UVL01,1,2,13,0.88
212,UVL01,1,2,14,0.9
213,UVL01,1,2,15,0.92
214,UVL01,1,2,16,0.95
215,UVL01,1,2,17,0.97
216,UVL01,1,2,18,0.99
217,UVL01,1,2,19,1.01
218,UVL01,1,2,20,1.02
219,UVL01,1,2,21,1.03
220,UVL01,1,2,22,1.04
221,UVL01,1,2,23,1.05
222,UVL01,1,2,24,1.06
223,UVL01,1,2,25,1.06
224,UVL01,1,2,26,1.07
225,UVL01,1,2,27,1.07
226,UVL01,1,2,28,1.07
227,UVL01,1,2,29,1.08
228,UVL01,1,2,30,1.08
229,UVL01,1,2,31,1.08
230,UVL01,1,2,32,1.08
231,UVL01,1,2,33,1.09
232,UVL01,1,2,34,1.09
233,UVL01,1,2,35,1.09
234,UVL01,1,2,36,1.09
235,UVL01,1,2,37,1.09
236,UVL01,1,2,38,1.1
237,UVL01,1,2,39,1.1
238,UVL01,1,2,40,1.1
239,UVL01,1,2,41,1.1
240,UVL01,1,2,42,1.11
241,UVL01,1,2,43,1.11
242,UVL01,1,2,44,1.11
243,UVL01,1,2,45,1.11
244,UVL01,1,2,46,1.11
245,UVL01,1,2,47,1.11
246,UVL01,1,2,48,1.12
247,UVL01,1,2,49,1.12
248,UVL01,1,2,50,1.12
249,UVL01,1,2,51,1.12
250,UVL01,1,2,52,1.12
251,UVL01,1,2,53,1.12
252,UVL01,1,2,54,1.13
253,UVL01,1,2,55,1.13
254,UVL01,1,2,56,1.13
255,UVL01,1,2,57,1.13
256,UVL01,1,2,58,1.13
257,UVL01,1,2,59,1.13
258,UVL01,1,2,60,1.13
259,UVL01,1,2,61,1.13
260,UVL01,1,2,62,1.13
261,UVL01,1,2,63,1.13
262,UVL01,1,2,64,1.13
263,UVL01,1,2,65,1.14
264,UVL01,1,2,66,1.14
265,UVL01,1,2,67,1.14
266,UVL01,1,2,68,1.14
267,UVL01,1,2,69,1.14
268,UVL01,1,2,70,1.14
269,UVL01,1,2,71,1.14
270,UVL01,1,2,72,1.14
271,UVL01,1,2,73,1.14
272,UVL01,1,2,74,1.14
273,UVL01,1,2,75,1.14
274,UVL01,1,2,76,1.14
275,UVL01,1,2,77,1.14
276,UVL01,1,2,78,1.14
277,UVL01,1,2,79,1.14
278,UVL01,1,2,80,1.14
279,UVL01,1,2,81,1.14
280,UVL01,1,2,82,1.14
281,UVL01,1,2,83,1.14
282,UVL01,1,2,84,1.14
283,UVL01,1,2,85,1.14
284,UVL01,1,2,86,1.14
285,UVL01,1,2,87,1.14
286,UVL01,1,2,88,1.14
287,UVL01,1,2,89,1.14
288,UVL01,1,2,90,1.14
289,UVL01,1,2,91,1.14
290,UVL01,1,2,92,1.14
291,UVL01,1,2,93,1.14
292,UVL01,1,2,94,1.14
293,UVL01,1,2,95,1.14
294,UVL01,1,2,96,1.14
295,UVL01,1,2,97,1.14
296,UVL01,1,2,98,1.14
297,UVL01,1,3,1,0.96
298,UVL01,1,3,2,0.94
299,UVL01,1,3,3,0.91
300,UVL01,1,3,4,0.89
301,UVL01,1,3,5,0.87
302,UVL01,1,3,6,0.85
303,UVL01,1,3,7,0.83
304,UVL01,1,3,8,0.82
305,UVL01,1,3,9,0.82
306,UVL01,1,3,10,0.83
307,UVL01,1,3,11,0.84
308,UVL01,1,3,12,0.87
309,UVL01,1,3,13,0.9
310,UVL01,1,3,14,0.93
311,UVL01,1,3,15,0.95
312,UVL01,1,3,16,0.98
313,UVL01,1,3,17,1
314,UVL01,1,3,18,1.02
315,UVL01,1,3,19,1.04
316,UVL01,1,3,20,1.05
317,UVL01,1,3,21,1.06
318,UVL01,1,3,22,1.07
319,UVL01,1,3,23,1.08
320,UVL01,1,3,24,1.08
321,UVL01,1,3,25,1.09
322,UVL01,1,3,26,1.09
323,UVL01,1,3,27,1.1
324,UVL01,1,3,28,1.1
325,UVL01,1,3,29,1.1
326,UVL01,1,3,30,1.11
327,UVL01,1,3,31,1.11
328,UVL01,1,3,32,1.11
329,UVL01,1,3,33,1.11
330,UVL01,1,3,34,1.12
331,UVL01,1,3,35,1.12
332,UVL01,1,3,36,1.12
333,UVL01,1,3,37,1.12
334,UVL01,1,3,38,1.13
335,UVL01,1,3,39,1.13
336,UVL01,1,3,40,1.13
337,UVL01,1,3,41,1.13
338,UVL01,1,3,42,1.14
339,UVL01,1,3,43,1.14
340,UVL01,1,3,44,1.14
341,UVL01,1,3,45,1.14
342,UVL01,1,3,46,1.15
343,UVL01,1,3,47,1.15
344,UVL01,1,3,48,1.15
345,UVL01,1,3,49,1.15
346,UVL01,1,3,50,1.15
347,UVL01,1,3,51,1.15
348,UVL01,1,3,52,1.16
349,UVL01,1,3,53,1.16
350,UVL01,1,3,54,1.16
351,UVL01,1,3,55,1.16
352,UVL01,1,3,56,1.16
353,UVL01,1,3,57,1.16
354,UVL01,1,3,58,1.16
355,UVL01,1,3,59,1.16
356,UVL01,1,3,60,1.17
357,UVL01,1,3,61,1.17
358,UVL01,1,3,62,1.17
359,UVL01,1,3,63,1.17
360,UVL01,1,3,64,1.17
361,UVL01,1,3,65,1.17
362,UVL01,1,3,66,1.17
363,UVL01,1,3,67,1.17
364,UVL01,1,3,68,1.17
365,UVL01,1,3,69,1.17
366,UVL01,1,3,70,1.17
367,UVL01,1,3,71,1.17
368,UVL01,1,3,72,1.17
369,UVL01,1,3,73,1.17
370,UVL01,1,3,74,1.17
371,UVL01,1,3,75,1.17
372,UVL01,1,3,76,1.17
373,UVL01,1,3,77,1.17
374,UVL01,1,3,78,1.17
375,UVL01,1,3,79,1.18
376,UVL01,1,3,80,1.18
377,UVL01,1,3,81,1.18
378,UVL01,1,3,82,1.18
379,UVL01,1,3,83,1.18
380,UVL01,1,3,84,1.18
381,UVL01,1,3,85,1.18
382,UVL01,1,3,86,1.18
383,UVL01,1,3,87,1.18
384,UVL01,1,3,88,1.18
385,UVL01,1,3,89,1.18
386,UVL01,1,3,90,1.18
387,UVL01,1,3,91,1.18
388,UVL01,1,3,92,1.18
389,UVL01,1,3,93,1.18
390,UVL01,1,3,94,1.18
391,UVL01,1,3,95,1.18
392,UVL01,1,3,96,1.18
393,UVL01,1,3,97,1.18
394,UVL01,1,4,1,0.92
395,UVL01,1,4,2,0.89
396,UVL01,1,4,3,0.87
397,UVL01,1,4,4,0.84
398,UVL01,1,4,5,0.82
399,UVL01,1,4,6,0.81
400,UVL01,1,4,7,0.8
401,UVL01,1,4,8,0.8
402,UVL01,1,4,9,0.81
403,UVL01,1,4,10,0.83
404,UVL01,1,4,11,0.86
405,UVL01,1,4,12,0.9
406,UVL01,1,4,13,0.93
407,UVL01,1,4,14,0.96
408,UVL01,1,4,15,1
409,UVL01,1,4,16,1.02
410,UVL01,1,4,17,1.04
411,UVL01,1,4,18,1.06
412,UVL01,1,4,19,1.08
413,UVL01,1,4,20,1.09
414,UVL01,1,4,21,1.1
415,UVL01,1,4,22,1.11
416,UVL01,1,4,23,1.11
417,UVL01,1,4,24,1.12
418,UVL01,1,4,25,1.12
419,UVL01,1,4,26,1.13
420,UVL01,1,4,27,1.13
421,UVL01,1,4,28,1.13
422,UVL01,1,4,29,1.14
423,UVL01,1,4,30,1.14
424,UVL01,1,4,31,1.14
425,UVL01,1,4,32,1.15
426,UVL01,1,4,33,1.15
427,UVL01,1,4,34,1.15
428,UVL01,1,4,35,1.16
429,UVL01,1,4,36,1.16
430,UVL01,1,4,37,1.16
431,UVL01,1,4,38,1.16
432,UVL01,1,4,39,1.17
433,UVL01,1,4,40,1.17
434,UVL01,1,4,41,1.17
435,UVL01,1,4,42,1.17
436,UVL01,1,4,43,1.18
437,UVL01,1,4,44,1.18
438,UVL01,1,4,45,1.18
439,UVL01,1,4,46,1.18
440,UVL01,1,4,47,1.19
441,UVL01,1,4,48,1.19
442,UVL01,1,4,49,1.19
443,UVL01,1,4,50,1.19
444,UVL01,1,4,51,1.19
445,UVL01,1,4,52,1.19
446,UVL01,1,4,53,1.2
447,UVL01,1,4,54,1.2
448,UVL01,1,4,55,1.2
449,UVL01,1,4,56,1.2
450,UVL01,1,4,57,1.2
451,UVL01,1,4,58,1.2
452,UVL01,1,4,59,1.2
453,UVL01,1,4,60,1.21
454,UVL01,1,4,61,1.21
455,UVL01,1,4,62,1.21
456,UVL01,1,4,63,1.21
457,UVL01,1,4,64,1.21
458,UVL01,1,4,65,1.21
459,UVL01,1,4,66,1.21
460,UVL01,1,4,67,1.21
461,UVL01,1,4,68,1.21
462,UVL01,1,4,69,1.21
463,UVL01,1,4,70,1.21
464,UVL01,1,4,71,1.21
465,UVL01,1,4,72,1.21
466,UVL01,1,4,73,1.21
467,UVL01,1,4,74,1.21
468,UVL01,1,4,75,1.21
469,UVL01,1,4,76,1.22
470,UVL01,1,4,77,1.22
471,UVL01,1,4,78,1.22
472,UVL01,1,4,79,1.22
473,UVL01,1,4,80,1.22
474,UVL01,1,4,81,1.22
475,UVL01,1,4,82,1.22
476,UVL01,1,4,83,1.22
477,UVL01,1,4,84,1.22
478,UVL01,1,4,85,1.22
479,UVL01,1,4,86,1.22
480,UVL01,1,4,87,1.22
481,UVL01,1,4,88,1.22
482,UVL01,1,4,89,1.22
483,UVL01,1,4,90,1.22
484,UVL01,1,4,91,1.22
485,UVL01,1,4,92,1.22
486,UVL01,1,4,93,1.22
487,UVL01,1,4,94,1.22
488,UVL01,1,4,95,1.22
489,UVL01,1,4,96,1.22
490,UVL01,1,5,1,0.87
491,UVL01,1,5,2,0.84
492,UVL01,1,5,3,0.82
493,UVL01,1,5,4,0.8
494,UVL01,1,5,5,0.79
495,UVL01,1,5,6,0.78
496,UVL01,1,5,7,0.78
497,UVL01,1,5,8,0.8
498,UVL01,1,5,9,0.82
499,UVL01,1,5,10,0.86
500,UVL01,1,5,11,0.9
501,UVL01,1,5,12,0.94
502,UVL01,1,5,13,0.98
503,UVL01,1,5,14,1.02
504,UVL01,1,5,15,1.05
505,UVL01,1,5,16,1.07
506,UVL01,1,5,17,1.09
507,UVL01,1,5,18,1.11
508,UVL01,1,5,19,1.12
509,UVL01,1,5,20,1.13
510,UVL01,1,5,21,1.14
511,UVL01,1,5,22,1.15
512,UVL01,1,5,23,1.16
513,UVL01,1,5,24,1.16
514,UVL01,1,5,25,1.16
515,UVL01,1,5,26,1.17
516,UVL01,1,5,27,1.17
517,UVL01,1,5,28,1.18
518,UVL01,1,5,29,1.18
519,UVL01,1,5,30,1.18
520,UVL01,1,5,31,1.18
521,UVL01,1,5,32,1.19
522,UVL01,1,5,33,1.19
523,UVL01,1,5,34,1.19
524,UVL01,1,5,35,1.2
525,UVL01,1,5,36,1.2
526,UVL01,1,5,37,1.2
527,UVL01,1,5,38,1.21
528,UVL01,1,5,39,1.21
529,UVL01,1,5,40,1.21
530,UVL01,1,5,41,1.22
531,UVL01,1,5,42,1.22
532,UVL01,1,5,43,1.22
533,UVL01,1,5,44,1.22
534,UVL01,1,5,45,1.23
535,UVL01,1,5,46,1.23
536,UVL01,1,5,47,1.23
537,UVL01,1,5,48,1.23
538,UVL01,1,5,49,1.24
539,UVL01,1,5,50,1.24
540,UVL01,1,5,51,1.24
541,UVL01,1,5,52,1.24
542,UVL01,1,5,53,1.24
543,UVL01,1,5,54,1.24
544,UVL01,1,5,55,1.25
545,UVL01,1,5,56,1.25
546,UVL01,1,5,57,1.25
547,UVL01,1,5,58,1.25
548,UVL01,1,5,59,1.25
549,UVL01,1,5,60,1.25
550,UVL01,1,5,61,1.25
551,UVL01,1,5,62,1.25
552,UVL01,1,5,63,1.26
553,UVL01,1,5,64,1.26
554,UVL01,1,5,65,1.26
555,UVL01,1,5,66,1.26
556,UVL01,1,5,67,1.26
557,UVL01,1,5,68,1.26
558,UVL01,1,5,69,1.26
559,UVL01,1,5,70,1.26
560,UVL01,1,5,71,1.26
561,UVL01,1,5,72,1.26
562,UVL01,1,5,73,1.26
563,UVL01,1,5,74,1.26
564,UVL01,1,5,75,1.26
565,UVL01,1,5,76,1.26
566,UVL01,1,5,77,1.26
567,UVL01,1,5,78,1.26
568,UVL01,1,5,79,1.26
569,UVL01,1,5,80,1.26
570,UVL01,1,5,81,1.26
571,UVL01,1,5,82,1.26
572,UVL01,1,5,83,1.26
573,UVL01,1,5,84,1.26
574,UVL01,1,5,85,1.26
575,UVL01,1,5,86,1.26
576,UVL01,1,5,87,1.26
577,UVL01,1,5,88,1.26
578,UVL01,1,5,89,1.26
579,UVL01,1,5,90,1.26
580,UVL01,1,5,91,1.26
581,UVL01,1,5,92,1.26
582,UVL01,1,5,93,1.26
583,UVL01,1,5,94,1.26
584,UVL01,1,5,95,1.26
585,UVL01,1,6,1,0.82
586,UVL01,1,6,2,0.79
587,UVL01,1,6,3,0.78
588,UVL01,1,6,4,0.76
589,UVL01,1,6,5,0.76
590,UVL01,1,6,6,0.77
591,UVL01,1,6,7,0.78
592,UVL01,1,6,8,0.81
593,UVL01,1,6,9,0.85
594,UVL01,1,6,10,0.9
595,UVL01,1,6,11,0.95
596,UVL01,1,6,12,1
597,UVL01,1,6,13,1.04
598,UVL01,1,6,14,1.08
599,UVL01,1,6,15,1.11
600,UVL01,1,6,16,1.13
601,UVL01,1,6,17,1.15
602,UVL01,1,6,18,1.16
603,UVL01,1,6,19,1.18
604,UVL01,1,6,20,1.19
605,UVL01,1,6,21,1.19
606,UVL01,1,6,22,1.2
607,UVL01,1,6,23,1.2
608,UVL01,1,6,24,1.21
609,UVL01,1,6,25,1.21
610,UVL01,1,6,26,1.22
611,UVL01,1,6,27,1.22
612,UVL01,1,6,28,1.22
613,UVL01,1,6,29,1.23
614,UVL01,1,6,30,1.23
615,UVL01,1,6,31,1.23
616,UVL01,1,6,32,1.24
617,UVL01,1,6,33,1.24
618,UVL01,1,6,34,1.24
619,UVL01,1,6,35,1.25
620,UVL01,1,6,36,1.25
621,UVL01,1,6,37,1.26
622,UVL01,1,6,38,1.26
623,UVL01,1,6,39,1.26
624,UVL01,1,6,40,1.27
625,UVL01,1,6,41,1.27
626,UVL01,1,6,42,1.27
627,UVL01,1,6,43,1.27
628,UVL01,1,6,44,1.28
629,UVL01,1,6,45,1.28
630,UVL01,1,6,46,1.28
631,UVL01,1,6,47,1.28
632,UVL01,1,6,48,1.29
633,UVL01,1,6,49,1.29
634,UVL01,1,6,50,1.29
635,UVL01,1,6,51,1.29
636,UVL01,1,6,52,1.3
637,UVL01,1,6,53,1.3
638,UVL01,1,6,54,1.3
639,UVL01,1,6,55,1.3
640,UVL01,1,6,56,1.3
641,UVL01,1,6,57,1.3
642,UVL01,1,6,58,1.31
643,UVL01,1,6,59,1.31
644,UVL01,1,6,60,1.31
645,UVL01,1,6,61,1.31
646,UVL01,1,6,62,1.31
647,UVL01,1,6,63,1.31
648,UVL01,1,6,64,1.31
649,UVL01,1,6,65,1.31
650,UVL01,1,6,66,1.31
651,UVL01,1,6,67,1.31
652,UVL01,1,6,68,1.32
653,UVL01,1,6,69,1.32
654,UVL01,1,6,70,1.32
655,UVL01,1,6,71,1.32
656,UVL01,1,6,72,1.32
657,UVL01,1,6,73,1.32
658,UVL01,1,6,74,1.32
659,UVL01,1,6,75,1.32
660,UVL01,1,6,76,1.32
661,UVL01,1,6,77,1.32
662,UVL01,1,6,78,1.32
663,UVL01,1,6,79,1.32
664,UVL01,1,6,80,1.32
665,UVL01,1,6,81,1.32
666,UVL01,1,6,82,1.32
667,UVL01,1,6,83,1.32
668,UVL01,1,6,84,1.32
669,UVL01,1,6,85,1.32
670,UVL01,1,6,86,1.32
671,UVL01,1,6,87,1.32
672,UVL01,1,6,88,1.32
673,UVL01,1,6,89,1.32
674,UVL01,1,6,90,1.32
675,UVL01,1,6,91,1.32
676,UVL01,1,6,92,1.32
677,UVL01,1,6,93,1.32
678,UVL01,1,6,94,1.32
679,UVL01,1,7,1,0.77
680,UVL01,1,7,2,0.75
681,UVL01,1,7,3,0.75
682,UVL01,1,7,4,0.74
683,UVL01,1,7,5,0.75
684,UVL01,1,7,6,0.78
685,UVL01,1,7,7,0.81
686,UVL01,1,7,8,0.86
687,UVL01,1,7,9,0.91
688,UVL01,1,7,10,0.97
689,UVL01,1,7,11,1.03
690,UVL01,1,7,12,1.07
691,UVL01,1,7,13,1.12
692,UVL01,1,7,14,1.15
693,UVL01,1,7,15,1.17
694,UVL01,1,7,16,1.2
695,UVL01,1,7,17,1.21
696,UVL01,1,7,18,1.22
697,UVL01,1,7,19,1.23
698,UVL01,1,7,20,1.24
699,UVL01,1,7,21,1.25
700,UVL01,1,7,22,1.25
701,UVL01,1,7,23,1.26
702,UVL01,1,7,24,1.26
703,UVL01,1,7,25,1.27
704,UVL01,1,7,26,1.27
705,UVL01,1,7,27,1.27
706,UVL01,1,7,28,1.28
707,UVL01,1,7,29,1.28
708,UVL01,1,7,30,1.29
709,UVL01,1,7,31,1.29
710,UVL01,1,7,32,1.29
711,UVL01,1,7,33,1.3
712,UVL01,1,7,34,1.3
713,UVL01,1,7,35,1.31
714,UVL01,1,7,36,1.31
715,UVL01,1,7,37,1.31
716,UVL01,1,7,38,1.32
717,UVL01,1,7,39,1.32
718,UVL01,1,7,40,1.32
719,UVL01,1,7,41,1.33
720,UVL01,1,7,42,1.33
721,UVL01,1,7,43,1.33
722,UVL01,1,7,44,1.34
723,UVL01,1,7,45,1.34
724,UVL01,1,7,46,1.34
725,UVL01,1,7,47,1.35
726,UVL01,1,7,48,1.35
727,UVL01,1,7,49,1.35
728,UVL01,1,7,50,1.35
729,UVL01,1,7,51,1.36
730,UVL01,1,7,52,1.36
731,UVL01,1,7,53,1.36
732,UVL01,1,7,54,1.36
733,UVL01,1,7,55,1.36
734,UVL01,1,7,56,1.36
735,UVL01,1,7,57,1.37
736,UVL01,1,7,58,1.37
737,UVL01,1,7,59,1.37
738,UVL01,1,7,60,1.37
739,UVL01,1,7,61,1.37
740,UVL01,1,7,62,1.37
741,UVL01,1,7,63,1.37
742,UVL01,1,7,64,1.38
743,UVL01,1,7,65,1.38
744,UVL01,1,7,66,1.38
745,UVL01,1,7,67,1.38
746,UVL01,1,7,68,1.38
747,UVL01,1,7,69,1.38
748,UVL01,1,7,70,1.38
749,UVL01,1,7,71,1.38
750,UVL01,1,7,72,1.38
751,UVL01,1,7,73,1.38
752,UVL01,1,7,74,1.38
753,UVL01,1,7,75,1.38
754,UVL01,1,7,76,1.38
755,UVL01,1,7,77,1.38
756,UVL01,1,7,78,1.38
757,UVL01,1,7,79,1.38
758,UVL01,1,7,80,1.38
759,UVL01,1,7,81,1.38
760,UVL01,1,7,82,1.38
761,UVL01,1,7,83,1.38
762,UVL01,1,7,84,1.38
763,UVL01,1,7,85,1.38
764,UVL01,1,7,86,1.38
765,UVL01,1,7,87,1.38
766,UVL01,1,7,88,1.38
767,UVL01,1,7,89,1.38
768,UVL01,1,7,90,1.38
769,UVL01,1,7,91,1.38
770,UVL01,1,7,92,1.38
771,UVL01,1,7,93,1.38
772,UVL01,1,8,1,0.74
773,UVL01,1,8,2,0.73
774,UVL01,1,8,3,0.74
775,UVL01,1,8,4,0.75
776,UVL01,1,8,5,0.78
777,UVL01,1,8,6,0.82
778,UVL01,1,8,7,0.87
779,UVL01,1,8,8,0.93
780,UVL01,1,8,9,1
781,UVL01,1,8,10,1.06
782,UVL01,1,8,11,1.11
783,UVL01,1,8,12,1.16
784,UVL01,1,8,13,1.2
785,UVL01,1,8,14,1.23
786,UVL01,1,8,15,1.25
787,UVL01,1,8,16,1.27
788,UVL01,1,8,17,1.28
789,UVL01,1,8,18,1.29
790,UVL01,1,8,19,1.3
791,UVL01,1,8,20,1.3
792,UVL01,1,8,21,1.31
793,UVL01,1,8,22,1.31
794,UVL01,1,8,23,1.32
795,UVL01,1,8,24,1.32
796,UVL01,1,8,25,1.33
797,UVL01,1,8,26,1.33
798,UVL01,1,8,27,1.34
799,UVL01,1,8,28,1.34
800,UVL01,1,8,29,1.34
801,UVL01,1,8,30,1.35
802,UVL01,1,8,31,1.35
803,UVL01,1,8,32,1.36
804,UVL01,1,8,33,1.36
805,UVL01,1,8,34,1.37
806,UVL01,1,8,35,1.37
807,UVL01,1,8,36,1.37
808,UVL01,1,8,37,1.38
809,UVL01,1,8,38,1.38
810,UVL01,1,8,39,1.39
811,UVL01,1,8,40,1.39
812,UVL01,1,8,41,1.39
813,UVL01,1,8,42,1.4
814,UVL01,1,8,43,1.4
815,UVL01,1,8,44,1.4
816,UVL01,1,8,45,1.41
817,UVL01,1,8,46,1.41
818,UVL01,1,8,47,1.41
819,UVL01,1,8,48,1.42
820,UVL01,1,8,49,1.42
821,UVL01,1,8,50,1.42
822,UVL01,1,8,51,1.42
